analysis_scope,platform,content_type,topic_title,content_date,author_hash,text_for_sentiment,text_word_count,sentiment_label,sentiment_score,emotion_label,stance_label,topic_cluster,topic_matches,risk_flags,is_low_information,comment_like_count,post_like_count,post_comment_count,post_share_or_repost_count,post_view_count,url,source_file,sentiment_family
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-07-20 10:47:28,user_208f57a349,hutan untuk perusahaan.,3,negative,-1,concern,critical_or_concern,Konflik lahan & hutan lindung,Konflik lahan & hutan lindung; Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah,conflict_land_tenure; deforestation_criticism,False,1.0,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,negative
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-07-03 01:23:45,user_bb48be04e0,benar buk..semangat bela masyarakat kcl buk..,7,positive,1,appreciation,supportive_or_appreciative,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Perhutanan sosial & ekonomi karbon; Program lapangan & daerah; Dukungan & apresiasi,deforestation_criticism,False,1.0,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,positive
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-09 06:30:54,user_ec52b6aa41,Hidup rakyat Indonesia,3,neutral,0,neutral,neutral_or_unclear,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah,deforestation_criticism,False,1.0,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-06 14:56:23,user_2e459c565f,Boleh ajukan tp blm tentu di setujui,7,positive,1,appreciation,supportive_or_appreciative,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah; Pertanyaan publik,deforestation_criticism; unanswered_question,False,1.0,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,positive
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-30 12:41:14,user_7f44ad3db1,mandiangin hadir Buk..🙏,3,positive,1,appreciation,supportive_or_appreciative,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah,deforestation_criticism,False,1.0,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,positive
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-22 10:27:39,user_c595937cdb,bu' klo melakukan penambangan di hutan lindung apakah boleh,9,negative,-2,concern,critical_or_concern,Konflik lahan & hutan lindung,Konflik lahan & hutan lindung; Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah; Pertanyaan publik,conflict_land_tenure; deforestation_criticism; unanswered_question,False,,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,negative
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-22 08:08:53,user_08d6714de1,kalau kebun msyarakat di jadikan hutan konservasi oleh perusahaan itu bagi mana ibu,13,neutral,0,neutral,neutral_or_unclear,Konflik lahan & hutan lindung,Konflik lahan & hutan lindung; Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah,conflict_land_tenure; deforestation_criticism,False,,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-22 06:36:06,user_9214a6baaf,saya salut sama ibuk ini sekali live donk buk,9,neutral,0,neutral,neutral_or_unclear,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah,deforestation_criticism,False,1.0,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-09 11:40:42,user_e26088d81b,bisa jadi pembicara di di kampung kami buk.,8,neutral,0,neutral,neutral_or_unclear,Konflik lahan & hutan lindung,Konflik lahan & hutan lindung; Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah,deforestation_criticism,False,1.0,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-06 00:36:38,user_56d56258d6,perjuangkan nasib kampung kami buk kampung mandi angin,8,neutral,0,neutral,neutral_or_unclear,Konflik lahan & hutan lindung,Konflik lahan & hutan lindung; Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah,deforestation_criticism,False,2.0,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-09 04:54:40,user_0dd33f65bb,salam buk.dari Rokan hulu,5,neutral,0,neutral,neutral_or_unclear,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah,deforestation_criticism,False,1.0,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-11 02:05:15,user_feb2453f53,iya perusahaan lebih besar buk,5,negative,-1,concern,critical_or_concern,Konflik lahan & hutan lindung,Konflik lahan & hutan lindung; Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah,conflict_land_tenure; deforestation_criticism,False,,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,negative
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-07-11 12:32:59,user_81bdffecc0,selamatkan untuk anak cucu ketimbang perusahaan,6,negative,-1,concern,critical_or_concern,Konflik lahan & hutan lindung,Konflik lahan & hutan lindung; Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah,conflict_land_tenure; deforestation_criticism,False,,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,negative
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-07-02 06:27:44,user_9274fec251,"punten bu, ibu lsm kah dinas lingkungan",7,neutral,0,neutral,neutral_or_unclear,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah,deforestation_criticism,False,,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-11 05:13:18,user_f208e82414,"ijin nanya Bu, apakah ibu bertugas cuma di Siak saja. Tidak sampai ke kab. Kuansing kah.?",16,neutral_question,0,curiosity,question_or_information_seeking,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah; Pertanyaan publik,deforestation_criticism; unanswered_question,False,,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-06 10:47:14,user_cc921fd2ca,banyakin informasi seperti ini untuk masyarakat Bu👏,7,neutral,0,neutral,neutral_or_unclear,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Perhutanan sosial & ekonomi karbon; Program lapangan & daerah,deforestation_criticism,False,1.0,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-07-07 05:02:04,user_b9655fdc42,ingin sekali ketemu dengan ibuk.,5,neutral,0,neutral,neutral_or_unclear,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah,deforestation_criticism,False,,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-07-01 14:54:25,user_bcfc0cde00,sekedar opini nyataken,3,neutral,0,neutral,neutral_or_unclear,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah,deforestation_criticism,False,,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-05 12:19:30,user_163be105bd,sehat n sukses selalu kk.,5,positive,1,appreciation,supportive_or_appreciative,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah; Dukungan & apresiasi,deforestation_criticism,False,2.0,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,positive
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-07-22 02:56:33,user_701b94137a,ngga ada kek gtu buk,5,neutral,0,neutral,neutral_or_unclear,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah,deforestation_criticism,False,1.0,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-13 01:45:16,user_c7c2629f71,ekaliptus itu buk bukan akasia😅,5,neutral,0,neutral,neutral_or_unclear,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah,deforestation_criticism,False,1.0,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-27 01:19:16,user_ca80246646,Tolong implementasinya buk.,3,neutral,0,neutral,neutral_or_unclear,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah,deforestation_criticism,False,1.0,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-22 05:53:30,user_f341e667fd,maunya pejabat2nya dan rakyat buat pabrik2 bersama dan berbagi,9,neutral,0,neutral,neutral_or_unclear,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah,deforestation_criticism,False,,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-07 12:54:08,user_a5d24c1aab,kapan ke Pekanbaru kak.diskusi kita kak.saya dari Rohil kak,11,neutral_question,0,curiosity,question_or_information_seeking,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah; Pertanyaan publik,deforestation_criticism; unanswered_question,False,,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-09 12:39:28,user_80f88b0ef6,di atas kalah terus desa2 itu buk sama pt.yg punya PT orang atas itu semua🥺,16,neutral,0,neutral,neutral_or_unclear,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah,deforestation_criticism,False,,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-10 07:22:54,user_8234651791,mampir ke kampung kuala gasib buk 🙏🙏🙏,6,neutral,0,neutral,neutral_or_unclear,Konflik lahan & hutan lindung,Konflik lahan & hutan lindung; Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah,deforestation_criticism,False,,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-08-07 16:08:26,user_b153067747,kampung kami emank dikelilingi akasia buk,6,neutral,0,neutral,neutral_or_unclear,Konflik lahan & hutan lindung,Konflik lahan & hutan lindung; Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah,deforestation_criticism,False,,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-25 13:34:24,user_049797f857,semangat Bu salam sehat,4,positive,1,appreciation,supportive_or_appreciative,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah; Dukungan & apresiasi,deforestation_criticism,False,1.0,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,positive
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-13 08:23:45,user_7194f86519,DAERAH KAMI APL DI TANAMI PERUSAHAAN AKKASIA bagai mna itu buk?,11,negative,-1,concern,critical_or_concern,Konflik lahan & hutan lindung,Konflik lahan & hutan lindung; Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah; Pertanyaan publik,conflict_land_tenure; deforestation_criticism; unanswered_question,False,,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,negative
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-08-05 16:20:46,user_1a27b40a50,"itu bukan hutan buk,itu tanaman produksi.. yang namonyo hutan tidak seperti itu buk..🙏🙏",14,neutral,0,neutral,neutral_or_unclear,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah,deforestation_criticism,False,,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-30 03:37:13,user_d955cdc366,"mhn buk ,ibuk hadir ke Pulau Rupat,mari kita ke lapangan yg ada soal kawasan yg ibuk ungkap ini, beri peluang masyarakat Rupat agar ada penataan lahan",27,positive,1,appreciation,supportive_or_appreciative,Konflik lahan & hutan lindung,Konflik lahan & hutan lindung; Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Perhutanan sosial & ekonomi karbon; Program lapangan & daerah; Pertanyaan publik,conflict_land_tenure; deforestation_criticism; unanswered_question,False,,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,positive
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-07 03:30:20,user_64999bdb22,semangat perjuangan buk,3,positive,1,appreciation,supportive_or_appreciative,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah; Dukungan & apresiasi,deforestation_criticism,False,,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,positive
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-22 05:30:14,user_f0842130d2,"mantap buk trus bri edukasi , pentingkan msyarakat kcil",8,positive,2,appreciation,supportive_or_appreciative,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah; Dukungan & apresiasi,deforestation_criticism,False,,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,positive
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-22 07:14:13,user_925881bbda,buk sehat slalu. main lah buk ke barang gansall inhu. banyak lahan berkomplik...,13,neutral,0,neutral,neutral_or_unclear,Konflik lahan & hutan lindung,Konflik lahan & hutan lindung; Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah,conflict_land_tenure; deforestation_criticism,False,,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-05 13:27:54,user_979b28c7e3,kapan rencana mau mampir lagi ke Mandiangin?,7,neutral_question,0,curiosity,question_or_information_seeking,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah; Pertanyaan publik,deforestation_criticism; unanswered_question,False,1.0,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-22 07:04:47,user_4215c5afb6,numpanv tanya kka 🙏 gmna aturanyabjika ada pertambangan di wilayah perkebunan. apakah ada 2 izin atau bagai mana?,17,negative,-2,concern,critical_or_concern,Konflik lahan & hutan lindung,Konflik lahan & hutan lindung; Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah; Pertanyaan publik,conflict_land_tenure; deforestation_criticism; unanswered_question,False,,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,negative
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-07-01 21:24:33,user_d2cc4c5ff6,"izin buk,,, di Aceh Singkil,, belum ada keseimbangan, ke masyarakat,,,",10,negative,-1,concern,critical_or_concern,Konflik lahan & hutan lindung,Konflik lahan & hutan lindung; Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Perhutanan sosial & ekonomi karbon; Program lapangan & daerah,conflict_land_tenure; deforestation_criticism,False,,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,negative
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-28 18:44:31,user_629f4cf933,"kawasan pt. diamon gmna bu, disana masyarakat bnyk yg bertani sawit.",11,neutral,0,neutral,neutral_or_unclear,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Perhutanan sosial & ekonomi karbon; Program lapangan & daerah,deforestation_criticism,False,,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-22 08:22:56,user_f7a0beeaba,kadang ngak sesuai ekspektasi,4,neutral,0,neutral,neutral_or_unclear,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah,deforestation_criticism,False,,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-14 18:02:47,user_31fc8e716a,"buk, kampung saya komplik kawasan dengan taman nasional, kampung kami sudah di klaim masuk dalam kawasan, ada solusi buk?",19,positive,1,appreciation,supportive_or_appreciative,Konflik lahan & hutan lindung,Konflik lahan & hutan lindung; Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah; Pertanyaan publik,deforestation_criticism; unanswered_question,False,,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,positive
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-22 06:00:57,user_0a326cb63f,tetap smangat buk trus beri penjelasan2 aturan yg ada di pemerintah agar masyarakat paham yg berkebun di wlyah kawasan hutan🥰,20,neutral,0,neutral,neutral_or_unclear,Konflik lahan & hutan lindung,Konflik lahan & hutan lindung; Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Perhutanan sosial & ekonomi karbon; Program lapangan & daerah,deforestation_criticism,False,,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-07-15 05:54:42,user_0d188f8fe2,Ir.Kehutanan sejati.,3,neutral,0,neutral,neutral_or_unclear,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah,deforestation_criticism,False,1.0,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-12 01:21:09,user_8b2608e747,di Kuansing banyak juga buk,5,neutral,0,neutral,neutral_or_unclear,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah,deforestation_criticism,False,,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
