analysis_scope,platform,content_type,topic_title,content_date,author_hash,text_for_sentiment,text_word_count,sentiment_label,sentiment_score,emotion_label,stance_label,topic_cluster,topic_matches,risk_flags,is_low_information,comment_like_count,post_like_count,post_comment_count,post_share_or_repost_count,post_view_count,url,source_file,sentiment_family
public_social_comment,YouTube,comment,FOLU Talks: The Future Of Industrial Plantation Forest in Contributing to Renewable Energy.,,user_9e1fde5baa,Tolong di tata ulang seluruh kawasan hutan di lereng pegunungan yg beralih fungsi menjadi ladang di seluruh indonesia. Daratan bisa terbentuk menjadi gunung2 memakan jutaan hingga milyaran tahun dan bumi sebagai tempat tinggal MANUSIA justru di rusak..!,37,negative,-1,concern,critical_or_concern,Konflik lahan & hutan lindung,Konflik lahan & hutan lindung; Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030,deforestation_criticism,False,0.0,,,,,https://www.youtube.com/watch?v=VAWbmpRDDeM,youtube_kemenhut_folu_14_comments_title_date.csv,negative
public_social_comment,YouTube,comment,FOLU Talks: The Future Of Industrial Plantation Forest in Contributing to Renewable Energy.,,user_d1a27e6e00,Sumatra gimana,2,neutral_question,0,curiosity,question_or_information_seeking,Edukasi FOLU Net Sink 2030,Edukasi FOLU Net Sink 2030; Pertanyaan publik,unanswered_question,False,0.0,,,,,https://www.youtube.com/watch?v=VAWbmpRDDeM,youtube_kemenhut_folu_14_comments_title_date.csv,neutral
public_social_comment,YouTube,comment,FOLU Talks: The Future Of Industrial Plantation Forest in Contributing to Renewable Energy.,,user_f8f9280925,PT SLJ IV ...hadir,4,positive,1,appreciation,supportive_or_appreciative,Edukasi FOLU Net Sink 2030,Edukasi FOLU Net Sink 2030,,False,0.0,,,,,https://www.youtube.com/watch?v=VAWbmpRDDeM,youtube_kemenhut_folu_14_comments_title_date.csv,positive
public_social_comment,YouTube,comment,FOLU Talks: The Future Of Industrial Plantation Forest in Contributing to Renewable Energy.,,user_bc0e89bf21,Kementerian kehutanan membiarkan pembalakan liar di Wawoni island Sulawesi Tenggara parah,11,negative,-1,concern,critical_or_concern,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030,,False,0.0,,,,,https://www.youtube.com/watch?v=VAWbmpRDDeM,youtube_kemenhut_folu_14_comments_title_date.csv,negative
public_social_comment,YouTube,comment,FOLU Talks: The Future Of Industrial Plantation Forest in Contributing to Renewable Energy.,,user_777a543a05,......Tujuan Sekolah dan Kuliah.....mencetak pegawai pns dan swasta....bukan mencetak pengusaha ..sekolah dan universitas..itu baik...tapi karena gak diterima jadi pns dan swasta...akhirnya lulusan sma dan kuliah....banyak buka usaha sendiri....dan persaingan sengit.........ada sampe yang gak makan.... Kritik bagi sekolah universitas..... Mengapa disekolah dan kuliah cuma diajari kejar nilai...dan pelajaran yang gak manfaat untuk bertahan hidup.... Mengapa kok siswa dan mahasiswa gak diajari mandiri hidup... Misal hasilkan pangan mandiri... Buat pakaian Buat rumah Dan transaksi barter.... Klo pangan dihasilkan orang lain Pakaian dihasilkan orang lain Rumah dihasilkan orang lain.... Kapan kita mandirinya????? seharusnya pelajaran hasilkan pangan mandiri buat pakaian buat rumah diajarkan disekolah dan universitas....sehingga siswa dan mahasiswa tau caranya.... Ketika orang orang yang hasilkan makanan dan api untuk memasak pakaian rumah tumbang karena krisis...kita ikut tumbang.... Klo negara krisis ekonomi....inflasi atau deflasi Klo perusahaan besar perusahaan pakaian tumbang.. Krisis energi tak terbarukan..... Bagaimana kita bisa siap???? Sebab kita tak bisa hasilkan api sendiri gak bisa hasilkan sumber pangan sendiri Gak bisa hasilkan Pakaian sendiri Gak bisa hasilkan Rumah sendiri....... Trus pengaruh krisis global inflasi deflasi kurs rupiah terhadap dollar... Kenaikan LPG Listrik BBM Kita kalah dengan suku asmat suku baduy suku dayak suku mentawai..... Mereka memang kuno......tapi mereka gak bergantung harga minyak dunia kurs rupiah terhadap dollar...inflasi deflasi .....tak takut kelangkaan BBM LPG nikel batubara......bisa bertahan tanpa listrik.... Karena mereka bisa hasilkan pangan mandiri dan api memasak mandiri....mandiri pangan.....transaksi barter...kehidupan sederhana.....minum ngambil dari sumur sederhana... Transportasi darat menggunakan kuda/keledai... Sekarang kita harus mandiri pangan....tiap kanan kiri jalan dari sabang sampai merauke ditanami berbagai macam pohon dan tanaman buah buahan ubi singkong porang sayur cabe tomat rempah2 kacang2an biji bijian....pohon kapas...untuk dibarter Warga +62 yang disekolah dan kuliah...harus tau cara hasilkan pangan mandiri ..ternak ayam burung puyuh pedaging dan petelur dilahan sempit..dan ternak ikan dan udang air tawar dilahan sempit....dikolam atau ember khusus budidaya...ternak kambing sapi dilahan luas..... Semuanya untuk dibarter dengan beras....dengan tetangga yang diajari menenun pakaian dari benang dan tanaman kapas yang ditanam disekitarnya.... Juga diajarkan cara buat rumah sederhana.... Supaya kita mandiri...... Gak tergantung kapitalis terus masalah pangan air pakaian rumah.....tapi produktif dalam masalah tadi.... Transportasi darat unta kuda keledai dikembangbiakkan dilestarikan padang rumput... Itu lebih baik dari motor dan mobil yang tergantung nikel solar bbm yang adalah energi tak terbarukan...yang banyak merusak alam dan lingkungan hidup Klo bisa sedunia jadi frutarian(pemakan buah2an) sekalian makan buah buahan saja...enak gak bergantung penanak nasi dan LPG...yang dari listrik dan gas energi tak terbarukan....tanam pohon dan tanaman buah buahan dibanyak tempat sebanyak2nya untuk dirawat dan dimakan dan dibarter dan akses pangan gratis.....di tiap kanan kiri jalan dari sabang sampai merauke... Minimal itu yang baik bagi alam lingkungan hidup dan generasi pelanjut kita cucu cicit dst......,477,negative,-3,concern,critical_or_concern,Konflik lahan & hutan lindung,Konflik lahan & hutan lindung; Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Pertanyaan publik,conflict_land_tenure; deforestation_criticism; unanswered_question,False,0.0,,,,,https://www.youtube.com/watch?v=VAWbmpRDDeM,youtube_kemenhut_folu_14_comments_title_date.csv,negative
public_social_comment,YouTube,comment,FOLU TALKS: Kolaborasi Bersama di Provinsi KALBAR untuk Mewujudkan Indonesia’s FOLU Net Sink 2030,,user_e0fae5cfe1,Mc nya kerenn sekali untuk episode kali ini 😃,8,positive,1,appreciation,supportive_or_appreciative,Edukasi FOLU Net Sink 2030,Edukasi FOLU Net Sink 2030; Dukungan & apresiasi,,False,0.0,,,,,https://www.youtube.com/watch?v=Zs6CTRaax3Y,youtube_kemenhut_folu_14_comments_title_date.csv,positive
public_social_comment,YouTube,comment,FOLU TALK: Mengenal Voluntary Carbon Market Sektor Kehutanan,,user_b261f66d8c,Terima kasih materi sangat komperhensif namun masih mudah dipahami❤,9,positive,1,appreciation,supportive_or_appreciative,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Dukungan & apresiasi,,False,0.0,,,,,https://www.youtube.com/watch?v=kVxbYKo2tGM,youtube_kemenhut_folu_14_comments_title_date.csv,positive
public_social_comment,YouTube,comment,FOLU TALK: Mengenal Voluntary Carbon Market Sektor Kehutanan,,user_e99999e49b,Jadi kecewa link absen tidak dibagi di YouTube. Padahal ditonton sampai selesai.,12,neutral,0,neutral,neutral_or_unclear,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030,,False,0.0,,,,,https://www.youtube.com/watch?v=kVxbYKo2tGM,youtube_kemenhut_folu_14_comments_title_date.csv,neutral
public_social_comment,YouTube,comment,FOLU TALK: Mengenal Voluntary Carbon Market Sektor Kehutanan,,user_55efcdf12e,Kok gha dishare link daftar hadirnya di YouTube,8,positive,1,appreciation,supportive_or_appreciative,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030,,False,0.0,,,,,https://www.youtube.com/watch?v=kVxbYKo2tGM,youtube_kemenhut_folu_14_comments_title_date.csv,positive
public_social_comment,YouTube,comment,FOLU TALK: Mengenal Voluntary Carbon Market Sektor Kehutanan,,user_b96f589f87,LHK Mana.?,2,neutral_question,0,curiosity,question_or_information_seeking,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Pertanyaan publik,unanswered_question,False,0.0,,,,,https://www.youtube.com/watch?v=kVxbYKo2tGM,youtube_kemenhut_folu_14_comments_title_date.csv,neutral
public_social_comment,YouTube,comment,FOLU TALK: Mengenal Lebih Jauh RBP Tingkat Tapak: Pembelajaran dari Kalimantan Timur,,user_f3ad7211ef,Kabupaten Karawang Hadir,3,positive,1,appreciation,supportive_or_appreciative,Edukasi FOLU Net Sink 2030,Edukasi FOLU Net Sink 2030; Pertanyaan publik,unanswered_question,False,0.0,,,,,https://www.youtube.com/watch?v=HOUSxPnuiJc,youtube_kemenhut_folu_14_comments_title_date.csv,positive
public_social_comment,YouTube,comment,"FOLU TALK: Indonesia's FOLU Net Sink 2030, Bagaimana Kabarmu Hari Ini?",,user_4bae38b5ba,"telat hadir, terima kasih",4,positive,2,appreciation,supportive_or_appreciative,Edukasi FOLU Net Sink 2030,Edukasi FOLU Net Sink 2030; Dukungan & apresiasi; Pertanyaan publik,unanswered_question,False,0.0,,,,,https://www.youtube.com/watch?v=xz5uL8mHqDQ,youtube_kemenhut_folu_14_comments_title_date.csv,positive
public_social_comment,YouTube,comment,"FOLU TALK: Indonesia's FOLU Net Sink 2030, Bagaimana Kabarmu Hari Ini?",,user_c8ea70a37c,Boleh minta link absensi terputus Krn mati lampu.,8,neutral_question,0,curiosity,question_or_information_seeking,Edukasi FOLU Net Sink 2030,Edukasi FOLU Net Sink 2030; Pertanyaan publik,unanswered_question,False,0.0,,,,,https://www.youtube.com/watch?v=xz5uL8mHqDQ,youtube_kemenhut_folu_14_comments_title_date.csv,neutral
public_social_comment,YouTube,comment,"FOLU TALK: Indonesia's FOLU Net Sink 2030, Bagaimana Kabarmu Hari Ini?",,user_f78f2a0003,boleh minta materinya kak?,4,neutral_question,0,curiosity,question_or_information_seeking,Edukasi FOLU Net Sink 2030,Edukasi FOLU Net Sink 2030; Pertanyaan publik,unanswered_question,False,0.0,,,,,https://www.youtube.com/watch?v=xz5uL8mHqDQ,youtube_kemenhut_folu_14_comments_title_date.csv,neutral
public_social_comment,YouTube,comment,"FOLU TALK: Indonesia's FOLU Net Sink 2030, Bagaimana Kabarmu Hari Ini?",,user_1bb1ff2235,ayesha dinas kehutanan hadir,4,positive,1,appreciation,supportive_or_appreciative,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Pertanyaan publik,unanswered_question,False,0.0,,,,,https://www.youtube.com/watch?v=xz5uL8mHqDQ,youtube_kemenhut_folu_14_comments_title_date.csv,positive
public_social_comment,YouTube,comment,FOLU TALKS: Peningkatan Cadangan Karbon melalui RHL Berbasis Masyarakat di Prov. Kalimantan Selatan,,user_1bb1ff2235,Ayesha Putri Delisna / Dinas Kehutanan Prov Sumbar hadir,8,positive,1,appreciation,supportive_or_appreciative,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Perhutanan sosial & ekonomi karbon,,False,0.0,,,,,https://www.youtube.com/watch?v=Ahx5vyHcK3U,youtube_kemenhut_folu_14_comments_title_date.csv,positive
public_social_comment,YouTube,comment,Kolaborasi Multipihak Menuju Indonesia’s FOLU Net Sink 2030 di Provinsi Riau,,user_95310a58d0,Hadir. / nyimak,2,positive,1,appreciation,supportive_or_appreciative,Edukasi FOLU Net Sink 2030,Edukasi FOLU Net Sink 2030; Program lapangan & daerah,,False,0.0,,,,,https://www.youtube.com/watch?v=LjfY_mpXUs0,youtube_kemenhut_folu_14_comments_title_date.csv,positive
public_social_comment,YouTube,comment,Kolaborasi Multipihak Menuju Indonesia’s FOLU Net Sink 2030 di Provinsi Riau,,user_466a29b7b0,Gak ada kerja nyata nya kalian ngabisin duit angeran saja skincare aja yg di tebal in malu lah kalin gak sadardiri,21,neutral,0,neutral,neutral_or_unclear,Edukasi FOLU Net Sink 2030,Edukasi FOLU Net Sink 2030; Program lapangan & daerah,,False,0.0,,,,,https://www.youtube.com/watch?v=LjfY_mpXUs0,youtube_kemenhut_folu_14_comments_title_date.csv,neutral
public_social_comment,YouTube,comment,Talkshow Festival LIKE 2 : Kerja Kolaborasi Menuju Indonesia’s FOLU Net Sink 2030,,user_f3ee24a447,Mana sesi Xaviera Putri minnn,5,neutral,0,neutral,neutral_or_unclear,Edukasi FOLU Net Sink 2030,Edukasi FOLU Net Sink 2030,,False,0.0,,,,,https://www.youtube.com/watch?v=ca5AKgqa57E,youtube_kemenhut_folu_14_comments_title_date.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-05 12:26:28,user_3f4299829b,ke kampung saya ke minas barat buk singgah,8,neutral,0,neutral,neutral_or_unclear,Konflik lahan & hutan lindung,Konflik lahan & hutan lindung; Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah,deforestation_criticism,False,4.0,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-07-04 04:56:27,user_9a98e08bb9,ibu tolong donk carikan solusi buat kampung saya yang hutan bakaux di tebang dan di buat empang,17,positive,1,appreciation,supportive_or_appreciative,Konflik lahan & hutan lindung,Konflik lahan & hutan lindung; Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah,deforestation_criticism,False,1.0,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,positive
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-23 15:05:57,user_8c6edbcc5c,"izin bertanya,Bu di daerah kami khusus nya Bengkayang / Kalbar di kampung kami, banyak tanah pribadi di buat menjadi hutan lindung,",21,negative,-2,concern,critical_or_concern,Konflik lahan & hutan lindung,Konflik lahan & hutan lindung; Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah,conflict_land_tenure; deforestation_criticism,False,1.0,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,negative
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-22 05:43:31,user_6890c837e9,izin taya bu. apa tanah perhutani yg sudah di tinggali masarakat puluhan tahun. bisa jadi tanah milik terimakasih,18,neutral_question,0,curiosity,question_or_information_seeking,Konflik lahan & hutan lindung,Konflik lahan & hutan lindung; Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah; Pertanyaan publik,conflict_land_tenure; deforestation_criticism; unanswered_question,False,,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-13 13:17:33,user_526525bed6,lebi baik tanah di berikan ke rkyat dr pada ke PT besar krna scra lgsg bisa mngurangi buru jd rkyt bisa mandiri,22,positive,1,appreciation,supportive_or_appreciative,Konflik lahan & hutan lindung,Konflik lahan & hutan lindung; Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah,conflict_land_tenure; deforestation_criticism,False,,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,positive
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-23 13:56:18,user_777500fb45,bagaimana bu klo lahan kami bayar pajaknya tpi perusahaan yg ambil lahannya?,12,negative,-2,concern,critical_or_concern,Konflik lahan & hutan lindung,Konflik lahan & hutan lindung; Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah; Pertanyaan publik,conflict_land_tenure; deforestation_criticism; unanswered_question,False,,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,negative
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-07-09 22:51:43,user_1210d78d1c,"chek kalsel, kaltim, kalteng dan setanah borneo",7,neutral,0,neutral,neutral_or_unclear,Konflik lahan & hutan lindung,Konflik lahan & hutan lindung; Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah,conflict_land_tenure; deforestation_criticism,False,2.0,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-05 13:00:31,user_29ad6df2e8,"Ibu Afni IDOLAKUUUUU, org Siak untuk masyarakat SIAK.. 😍😍😍",8,positive,1,appreciation,supportive_or_appreciative,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Perhutanan sosial & ekonomi karbon; Program lapangan & daerah; Dukungan & apresiasi,deforestation_criticism,False,2.0,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,positive
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-28 06:40:09,user_25fc443d2e,makasih buk atas pencerahan nya sedikit demi sedikit saya mengerti aturan dan hukum tentang hutan,15,neutral,0,neutral,neutral_or_unclear,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah,deforestation_criticism,False,1.0,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-07-14 04:59:55,user_e264e5550b,"Dn yg mnciptkn konflik itu ada,siapa .....?? apkh rkyt jelata,pengusaha,negara,apa macan rimba....🙏🙏",15,neutral_question,0,curiosity,question_or_information_seeking,Konflik lahan & hutan lindung,Konflik lahan & hutan lindung; Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah; Pertanyaan publik,deforestation_criticism; unanswered_question,False,1.0,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-23 16:32:49,user_a86eee9992,ijin nanya buk. desa kami ikuti program tora. sudah di buat tapal batas. tp blm ada surat nya dari bplh,20,neutral_question,0,curiosity,question_or_information_seeking,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah; Pertanyaan publik,deforestation_criticism; unanswered_question,False,1.0,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-13 05:54:30,user_b40a2a3c0a,"jaga kesehatan dan tetap semangat buk , salam dari kota Jambi ,",10,positive,2,appreciation,supportive_or_appreciative,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah; Dukungan & apresiasi,deforestation_criticism,False,1.0,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,positive
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-05 15:30:33,user_3f5f12589d,ibu pintar berkarya terus ibu,5,neutral,0,neutral,neutral_or_unclear,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah,deforestation_criticism,False,2.0,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-22 01:30:17,user_a5127ca19d,katanya kalo hti itu sudah beberapa dekade. harus ada peleasan lahan untuk masyarakat ya bu,15,neutral_question,0,curiosity,question_or_information_seeking,Konflik lahan & hutan lindung,Konflik lahan & hutan lindung; Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Perhutanan sosial & ekonomi karbon; Program lapangan & daerah; Pertanyaan publik,conflict_land_tenure; deforestation_criticism; unanswered_question,False,,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-05 13:20:54,user_1e1a905ce3,yok semangat buk,3,positive,1,appreciation,supportive_or_appreciative,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah; Dukungan & apresiasi,deforestation_criticism,False,2.0,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,positive
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-25 01:08:29,user_a879b4e2de,terimakasih atas edukasi nya smoga slalu membuka luas pengetahuan masyarakat,10,positive,2,appreciation,supportive_or_appreciative,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Perhutanan sosial & ekonomi karbon; Program lapangan & daerah,deforestation_criticism,False,1.0,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,positive
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-22 09:18:46,user_b4b4efc1d8,iya buk boleh mengajukan itu semua namun tak pernah tercapai hasil yang di inginkan sesuai harapan,16,neutral_question,0,curiosity,question_or_information_seeking,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah; Pertanyaan publik,deforestation_criticism; unanswered_question,False,1.0,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-07-03 15:34:42,user_1af92c0947,"ijin bertanya bu, klo utk kasus seperti di tntn dan tahura itu bagaimana bu?",14,neutral_question,0,curiosity,question_or_information_seeking,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah; Pertanyaan publik,deforestation_criticism; unanswered_question,False,,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-13 14:14:11,user_2c28f2312d,"satu sisi, mereka menetapkan hutan yg masih produktif menjadi apl, kemudian masuklah kebun melakukan IPK, setelah habis kayu, lalu di telantarkan...",21,neutral,0,neutral,neutral_or_unclear,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah,deforestation_criticism,False,1.0,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-05 13:31:36,user_cae8e45ffb,sehat selalu kakak🙏🙏🙏,3,neutral,0,neutral,neutral_or_unclear,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah,deforestation_criticism,False,2.0,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-05 13:18:53,user_92477a31f7,bangga sama Afni🥰🥰🥰,3,neutral,0,neutral,neutral_or_unclear,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah,deforestation_criticism,False,3.0,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
public_social_comment,TikTok,comment,#deforestasiindonesia #deforestasi #folunetsink2030 #kawasanhutan #desamandiangin #desadosan #rantaubertuah #siaksriindrapura #afnisiak #kawankitoafni ,2023-06-06 11:35:29,user_b4a739f559,"nyata ya hutan alam mngkin hbis. contoh ya baru"" ini di KC.mandau daera BKM Bru pmbukaan Htan alam kurang lbh 1.300htr.",23,neutral,0,neutral,neutral_or_unclear,Deforestasi & tata kelola hutan,Deforestasi & tata kelola hutan; Edukasi FOLU Net Sink 2030; Program lapangan & daerah,deforestation_criticism,False,1.0,3490.0,282.0,411.0,80200.0,https://www.tiktok.com/@afni.z/video/7241168082918575366,tiktok_folu_comments_final.csv,neutral
